drugbank-id,organism
DB06412,Humans and other mammals
DB06413,Humans and other mammals
DB06415,Humans and other mammals
DB06419,Bacteria
DB06429,Humans and other mammals
DB06433,Humans and other mammals
DB06439,Humans and other mammals
DB06441,Humans and other mammals
DB06442,Humans and other mammals
DB06446,Humans and other mammals
DB06480,Humans and other mammals
DB06512,Humans and other mammals
DB06554,Humans and other mammals
DB06581,Human Immunodeficiency Virus
DB06589,Humans and other mammals
DB06590,Staphylococcus aureus
DB06595,Humans and other mammals
DB06603,Humans and other mammals
DB07828,Humans and other mammals
DB06607,Humans
DB06612,Humans and other mammals
DB03655,Influenza B virus
DB06616,Humans and other mammals
DB06623,Humans and other mammals
DB06626,Humans and other mammals
DB06636,"Aspergillis, Candida and other fungi"
DB06637,Humans and other mammals
DB06643,Humans and other mammals
DB06650,Humans and other mammals
DB06654,Humans and other mammals
DB06655,Humans and other mammals
DB06663,Humans and other mammals
DB06674,Humans and other mammals
DB06678,Humans and other mammals
DB06681,Humans and other mammals
DB06684,Humans and other mammals
DB06688,Humans and other mammals
DB06689,Humans and other mammals
DB06692,Humans and other mammals
DB06693,Humans and other mammals
DB06695,Humans and other mammals
DB06696, Acinetobacter
DB06697,Plasmodium
DB06698,Humans and other mammals
DB06699,Humans and other mammals
DB06700,Humans and other mammals
DB06701,Humans and other mammals
DB06702,Humans and other mammals
DB06703,Humans and other mammals
DB09497,Humans and other mammals
DB06705,Humans and other mammals
DB06707,Humans and other mammals
DB06708,Plasmodium
DB05279,Humans and other mammals
DB06718,Humans and other mammals
DB06719,Humans and other mammals
DB06724,Humans and other mammals
DB06725,Humans and other mammals
DB06727,Humans and other mammals
DB06729,Gram negative and gram positive bacteria
DB06738,Humans and other mammals
DB06741,Humans and other mammals
DB06751,Humans and other mammals
DB06752,Humans and other mammals
DB06755,Humans and other mammals
DB06756,Humans and other mammals
DB06757,Humans and other mammals
DB06759,Human Cytomegalovirus
DB06760,Humans and other mammals
DB06764,Humans and other mammals
DB06767,Humans and other mammals
DB06768,Humans and other mammals
DB06770,Head lice
DB05862,Streptococcus salivarius
DB06772,Humans and other mammals
DB06773,Humans and other mammals
DB05318,Humans and other mammals
DB06775,Humans and other mammals
DB06781,Humans and other mammals
DB09412,Humans and other mammals
DB06785,Humans and other mammals
DB06786,Humans and other mammals
DB06788,Humans and other mammals
DB06789,Humans and other mammals
DB06792,Humans and other mammals
DB06793,Humans and other mammals
DB06794,Humans and other mammals
DB06795,Pseudomonas aeruginosa
DB06146,Enterococcus faecium
DB06800,Humans and other mammals
DB06803,Helminthic Microorganisms
DB06809,Humans and other mammals
DB06811,Humans and other mammals
DB05527,Humans and other mammals
DB06815,Yeast and other fungi
DB05355,Human Immunodeficiency Virus
DB06820,"Dermatophytic fungi including Trichophyton, Microsporum and Epidermophyton"
DB06823,Humans and other mammals
DB06824,Humans and other mammals
DB06826,Humans and other mammals
DB06827,Mycobacterium tuberculosis
DB07615,Humans and other mammals
DB08439,Humans and other mammals
DB08604,Bacteria
DB08792,Protozoa
DB08796,Humans and other mammals
DB08797,Humans and other mammals
DB08798,Enteric bacteria and other eubacteria
DB08799,Humans and other mammals
DB07523,Humans and other mammals
DB08801,Humans and other mammals
DB08802,Humans and other mammals
DB08804,Humans and other mammals
DB08806,Humans and other mammals
DB08807,Humans and other mammals
DB08808,Humans and other mammals
DB08810,Humans and other mammals
DB08811,Humans and other mammals
DB08814,Humans and other mammals
DB08815,Humans and other mammals
DB04902,Humans and other mammals
DB08818,Humans and other mammals
DB08819,Humans and other mammals
DB05989,Humans and other mammals
DB05358,Humans and other mammals
DB08823,Head lice
DB09548,Humans and other mammals
DB08826,Humans and other mammals
DB08827,Humans and other mammals
DB08828,Humans and other mammals
DB08830,Humans and other mammals
DB08831,Humans and other mammals
DB08834,Humans and other mammals
DB08835,Humans and other mammals
DB08836,Humans and other mammals
DB08837,Humans and other mammals
DB08838,Humans and other mammals
DB08842,Humans and other mammals
EXPT03202,Humans and other mammals
EXPT00137,Humans and other mammals
DB08468,Humans and other mammals
DB08847,Humans and other mammals
DB08848,Humans and other mammals
DB06514,Humans and other mammals
DB05083,Human Immunodeficiency Virus
DB08700,Humans and other mammals
DB05366,Humans and other mammals
DB08868,Humans and other mammals
DB08869,Humans and other mammals
DB08870,Humans and other mammals
DB04922,Humans and other mammals
DB05665,Hepatitis C Virus
DB08874,Peptoclostridium difficile
DB05153,Humans and other mammals
DB08876,Humans and other mammals
DB08877,Humans and other mammals
DB08879,Humans and other mammals
DB03805,Humans and other mammals
DB05238,Humans and other mammals
DB08882,Humans and other mammals
DB08883,Humans and other mammals
DB08884,Humans and other mammals
DB08885,Humans and other mammals
DB08886,Humans and other mammals
DB06291,Humans and other mammals
DB05028,Humans and other mammals
DB08889,Humans and other mammals
DB05566,Humans and other mammals
DB05702,Humans and other mammals
DB08894,Humans and other mammals
DB08183,Humans and other mammals
DB08896,Humans and other mammals
DB08897,Humans and other mammals
DB08898,Humans and other mammals
DB05094,Humans and other mammals
DB08900,Humans and other mammals
DB06300,Humans and other mammals
DB05872,Gram-positive Bacteria
DB08903,Mycobacterium tuberculosis
DB08904,Humans and other mammals
DB08906,Humans and other mammals
DB08907,Humans and other mammals
DB08908,Humans and other mammals
DB06170,Humans and other mammals
DB08910,Humans and other mammals
DB08911,Humans and other mammals
DB08912,Humans and other mammals
DB09566,Humans and other mammals
DB08483,Humans and other mammals
DB08916,Humans and other mammals
DB08917,Humans and other mammals
DB08918,Humans and other mammals
DB08924,Humans and other mammals
DB08925,Humans and other mammals
DB08927,Humans and other mammals
DB08928,Protozoa
DB08930,Human Immunodeficiency Virus
DB08931,Humans and other mammals
DB08932,Humans and other mammals
DB08933,Fungi
DB08934,Hepatitis C Virus
DB08935,Humans and other mammals
DB08936,Humans and other mammals
DB08937,Humans and other mammals
DB08938,Humans and other mammals
DB08942,Humans and other mammals
DB08993,Mycobacterium tuberculosis
DB08996,Humans and other mammals
DB09011,Humans and other mammals
DB01258,Humans and other mammals
DB09027,Hepatitis C Virus
DB09029,Humans and other mammals
DB09037,Humans and other mammals
DB05715,Humans and other mammals
DB09040,"Dermatophytic fungi including Trichophyton, Microsporum and Epidermophyton"
DB05058,"Dermatophytic fungi including Trichophyton, Microsporum and Epidermophyton"
DB09042,Enterococcus faecalis
DB05162,Humans and other mammals
DB09045,Humans and other mammals
DB09046,Humans and other mammals
DB09047,Pseudomonas aeruginosa
DB09048,Humans and other mammals
DB09049,Humans and other mammals
DB09050,Pseudomonas aeruginosa
DB09051,Humans and other mammals
DB09052,Humans and other mammals
DB09053,Humans and other mammals
DB09054,Humans and other mammals
DB09060,Providencia stuartii
DB09066,Humans and other mammals
DB09072,Humans and other mammals
DB09076,Humans and other mammals
DB09083,Humans and other mammals
DB09084,Humans and other mammals
DB09087,Humans and other mammals
DB09088,Humans and other mammals
DB09091,Humans and other mammals
DB09092,Human Immunodeficiency Virus
DB09094,Various viruses
DB09095,Humans and other mammals
DB09096,Propionibacterium acnes
DB09098,Humans and other mammals
DB09100,Humans and other mammals
DB09102,Hepatitis C Virus
DB09103,Humans and other mammals
DB09104,Humans and other mammals
DB09105,Humans and other mammals
DB09106,Humans and other mammals
DB09109,Humans and other mammals
DB09111,Humans and other mammals
DB09113,Humans and other mammals
DB09114,Humans and other mammals
DB09116,Humans and other mammals
DB09119,Humans and other mammals
DB09121,Humans and other mammals
DB09124,Humans and other mammals
DB09125,Humans and other mammals
DB09131,Humans and other mammals
DB09139,Humans and other mammals
DB09140,Humans and other mammals
DB09145,Humans and other mammals
DB09147,Humans and other mammals
DB09152,Humans and other mammals
DB09155,Humans and other mammals
DB09157,Humans and other mammals
DB09158,Humans and other mammals
DB09505,Humans and other mammals
DB09417,Humans and other mammals
DB09183,Hepatitis C Virus
DB09194,Humans and other mammals
DB09195,Humans and other mammals
DB09204,Humans and other mammals
DB09205,Humans and other mammals
DB09209,Humans and other mammals
DB09213,Humans and other mammals
DB09216,Humans and other mammals
DB09218,Humans and other mammals
DB09219,Humans and other mammals
DB09222,Humans and other mammals
DB09225,Humans and other mammals
DB09227,Humans and other mammals
DB09229,Humans and other mammals
DB09231,Humans and other mammals
DB09232,Humans and other mammals
DB09235,Humans and other mammals
DB09237,Humans
DB09238,Humans and other mammals
DB09241,Humans and other mammals
DB09242,Humans and other mammals
DB09243,Humans and other mammals
DB09244,Humans and other mammals
DB09248,Humans and other mammals
DB09249,Humans and other mammals
DB09254,Humans and other mammals
DB09255,Humans and other mammals
DB09256,Humans and other mammals
DB09258,Humans
DB09262,Humans and other mammals
DB09263,Humans and other mammals
DB09264,Humans and other mammals
DB09266,Humans and other mammals
DB09267,Humans and other mammals
DB09268,Humans and other mammals
DB09269,Humans and other mammals
DB09270,Humans and other mammals
DB09273,Humans and other mammals
DB09275,Humans and other mammals
DB09276,Humans and other mammals
DB09277,Humans and other mammals
DB05269,Humans and other mammals
DB09279,Humans and other mammals
DB09283,Humans and other mammals
DB09284,Humans and other mammals
DB09288,Humans and other mammals
DB09289,Humans
DB09297,Hepatitis C Virus
DB11535,Humans and other mammals
DB11339,Humans and other mammals
DB09304,Humans and other mammals
DB09311,Humans and other mammals
DB09315,Humans and other mammals
DB09316,Humans and other mammals
DB09321,Humans and other mammals
DB09323,Staphylococcus epidermidis
DB09324,Clostridium
DB09327,Humans and other mammals
DB09331,Humans and other mammals
DB09333,Humans and other mammals
DB09336,Humans and other mammals
DB09337,Humans and other mammals
DB09343,Humans and other mammals
DB09347,Humans and other mammals
DB09348,Various viruses
DB09350,Head lice
DB09351,Humans and other mammals
DB09353,Humans and other mammals
DB09372,Humans and other mammals
DB09379,Humans and other mammals
DB09470,Humans and other mammals
DB09398,Humans and other mammals
DB09419,Humans and other mammals
DB09479,Humans and other mammals
DB09484,Humans and other mammals
DB09490,Humans and other mammals
DB12546,Humans and other mammals
DB09499,Humans and other mammals
DB09150,Humans and other mammals
DB09511,Humans and other mammals
DB09516,Humans and other mammals
DB09534,Humans and other mammals
DB09535,Humans and other mammals
DB09537,Various viruses
DB09540,Humans and other mammals
DB09543,Humans and other mammals
DB09563,Humans and other mammals
DB09567,Humans and other mammals
DB09568,Humans and other mammals
DB09570,Humans and other mammals
DB05902,Humans and other mammals
DB10401,Humans and other mammals
DB10770,Humans and other mammals
DB10771,Humans
DB10772,Humans
DB10997,Humans and other mammals
DB05348,Humans and other mammals
DB11060,Humans and other mammals
DB11062,Humans and other mammals
DB11065,Humans and other mammals
DB11066,Humans and other mammals
DB11071,Humans and other mammals
DB05748,Humans and other mammals
DB11082,Humans and other mammals
DB11085,Humans and other mammals
DB11090,Humans and other mammals
DB11093,Humans and other mammals
DB11097,Humans and other mammals
DB11098,Humans and other mammals
DB11100,Humans and other mammals
DB11104,Humans and other mammals
DB11105,Humans and other mammals
DB11110,Humans and other mammals
DB11112,Humans and other mammals
DB11114,Humans and other mammals
DB11121,Humans and other mammals
DB11127,Humans and other mammals
DB11130,Humans and other mammals
DB11143,Humans and other mammals
DB11145,Penicillium notatum
DB11148,Humans and other mammals
DB11150,Humans
DB11151,Humans
DB11155,Humans and other mammals
DB11156,Humans
DB11157,Humans
DB11160,Humans and other mammals
DB11164,Humans
DB11171,Humans and other mammals
DB11180,Humans and other mammals
DB11185,Humans and other mammals
DB11200,Humans and other mammals
DB11201,Humans
DB11202,Humans and other mammals
DB11226,Humans and other mammals
DB11239,Humans and other mammals
DB11242,Humans and other mammals
DB11248,Humans and other mammals
DB11251,Humans and other mammals
DB11254,Humans and other mammals
DB11271,Humans and other mammals
DB11273,Humans and other mammals
DB11274,Humans and other mammals
DB11275,Humans and other mammals
DB11282,Humans and other mammals
DB11300,Humans and other mammals
DB11304,Humans and other mammals
DB11311,Humans and other mammals
DB11321,Humans and other mammals
DB11323,Humans and other mammals
DB11324,Humans and other mammals
DB11328,Humans and other mammals
DB11332,Humans
DB11338,Humans and other mammals
DB11053,Humans and other mammals
DB11358,Humans and other mammals
DB11362,Humans and other mammals
DB11364,Humans and other mammals
DB11367,Salmonella schottmuelleri
DB11431,"Microbes (bacteria, parasites)"
DB11482,Humans
DB11563,Humans and other mammals
DB11571,Humans and other mammals
DB11572,Humans and other mammals
DB11574,Hepatitis C Virus
DB11575,Hepatitis C Virus
DB11577,Humans and other mammals
DB11582,Humans and other mammals
DB11583,Gram negative and gram positive bacteria
DB11584,Humans and other mammals
DB11585,Humans and other mammals
DB11586,Hepatitis C Virus
DB11587,Humans
DB11588,Humans and other mammals
DB11590,Humans
DB11591,Humans and other mammals
DB11596,Humans and other mammals
DB11598,Humans and other mammals
DB11602,Humans and other mammals
DB11604,Humans and other mammals
DB11613,Hepatitis C Virus
DB11619,Humans
DB10993,Hepatitis B virus
DB11632,Humans and other mammals
DB11633,"Aspergillis, Candida and other fungi"
DB11635,Humans and other mammals
DB11642,Humans and other mammals
DB11644,Humans and other mammals
DB11660,Humans and other mammals
DB11691,Humans and other mammals
DB11699,Humans and other mammals
DB11703,Humans and other mammals
DB11712,Humans and other mammals
DB11714,Humans and other mammals
DB11730,Humans and other mammals
DB11737,Humans and other mammals
DB11767,Humans and other mammals
DB11776,Humans and other mammals
DB11793,Humans and other mammals
DB11799,Human Immunodeficiency Virus
DB11827,Humans and other mammals
DB11828,Humans and other mammals
DB11834,Humans and other mammals
DB11842,Humans and other mammals
DB05658,Human Immunodeficiency Virus
DB11901,Humans and other mammals
DB11915,Humans and other mammals
DB11921,Humans and other mammals
DB11943,Klebsiella oxytoca
DB11945,Humans and other mammals
DB11988,Humans and other mammals
DB11989,Trypanosoma cruzi
DB11995,Humans and other mammals
DB12001,Humans and other mammals
DB06024,Humans and other mammals
DB12026,Hepatitis C Virus
DB12070,Human Cytomegalovirus
DB12095,Humans and other mammals
DB12107,Klebsiella pneumoniae
DB12129,Humans and other mammals
DB12159,Humans and other mammals
DB12161,Humans and other mammals
DB12249,Humans and other mammals
DB12267,Humans and other mammals
DB12278,Humans and other mammals
DB12323,Humans and other mammals
DB12328,Humans and other mammals
DB12332,Humans and other mammals
DB06601,Humans and other mammals
DB12442,Humans and other mammals
DB12532,Humans and other mammals
DB12615,Klebsiella pneumoniae
DB12834,Bacteroides fragilis
DB12865,Humans and other mammals
DB12872,Humans
DB12911,Humans and other mammals
DB12924,Humans and other mammals
DB13025,Humans and other mammals
DB05709,Gram negative and gram positive bacteria
DB13133,Humans
DB13140,Peptoclostridium difficile
DB13142,Humans and other mammals
DB13145,Humans and other mammals
DB13146,Humans and other mammals
DB13147,Humans and other mammals
DB13148,Humans and other mammals
DB13149,Humans and other mammals
DB13151,Humans and other mammals
DB13155,Aerococcus viridans
DB13161,Humans and other mammals
DB13165,Humans and other mammals
DB13167,Humans and other mammals
DB06377,Humans and other mammals
DB13173,Humans and other mammals
DB13174,Staphylococcus aureus
DB11196,Humans and other mammals
DB01361,Enteric bacteria and other eubacteria
DB13192,Humans and other mammals
DB13198,Humans and other mammals
DB13235,Humans and other mammals
DB13249,Humans and other mammals
DB13257,Humans and other mammals
DB13268,"Trichomonas vaginalis, Giardia duodenalis, and Entamoeba histolytica"
DB13293,Humans
DB13345,Humans and other mammals
DB13421,Herpes simplex virus
DB13444,Humans and other mammals
DB13456, Bordetella pertussis
DB13595,Humans and other mammals
DB13615,Humans and other mammals
DB13620,Humans and other mammals
DB13707,Humans and other mammals
DB13749,Humans and other mammals
DB13751,Various viruses
DB13761,Humans and other mammals
DB13783,Humans and other mammals
DB13800,Humans and other mammals
DB13853,Humans and other mammals
DB13873,Humans and other mammals
DB13878,Hepatitis C Virus
DB13879,Hepatitis C Virus
DB13883,Humans and other mammals
DB13884,Humans
DB13886,Humans
DB13891,Humans
DB13892,Humans
DB13893,Humans and other mammals
DB13894,Humans
DB13896,Humans and other mammals
DB13905,Humans and other mammals
DB13908,Humans and other mammals
DB13909,Humans and other mammals
DB13915,Humans and other mammals
DB13923,Humans and other mammals
DB13925,Humans and other mammals
DB13928,Humans and other mammals
DB13931,Humans and other mammals
DB13932,Humans and other mammals
DB13933,Humans and other mammals
DBSALT001298,Humans and other mammals
DB13945,Humans and other mammals
DBSALT001033,Humans and other mammals
DB13959,Humans and other mammals
DB13960,Enterobacter aerogenes
DB13961,Humans and other mammals
DB13966,Humans and other mammals
DB13967,Humans and other mammals
DB13968,Humans
DB13973,Humans and other mammals
DB13975,Humans and other mammals
DB13979,Humans and other mammals
DB13985,Humans and other mammals
DB13987,Humans and other mammals
DBSALT001314,Humans and other mammals
DB13997,Humans
DBSALT001494,Humans and other mammals
DBSALT001457,Humans and other mammals
DB14003,Humans and other mammals
DBSALT001568,Head lice
DBSALT001576,Humans and other mammals
DB14007,Humans and other mammals
DB14012,Humans and other mammals
DB14018,Humans and other mammals
DBSALT000856,Humans and other mammals
DB14039,Humans and other mammals
DB14040,Humans and other mammals
DB14041,Humans and other mammals
DB14042,Humans and other mammals
DB14048,Humans and other mammals
DB14112,Humans and other mammals
